2022-12-06 14:58:56.299177	192.168.0.230 is BAD
2022-12-06 14:58:56.470525	bad.bad is BAD
2022-12-06 15:16:17.863852	192.168.0.230 is BAD
2022-12-06 15:16:18.044876	bad.bad is BAD
2022-12-06 15:16:49.549472	192.168.0.230 is BAD
2022-12-06 15:16:49.724843	bad.bad is BAD
2022-12-06 15:17:21.222808	192.168.0.230 is BAD
2022-12-06 15:17:21.393195	bad.bad is BAD
2022-12-06 15:17:52.829998	192.168.0.230 is BAD
2022-12-06 15:17:52.994710	bad.bad is BAD
